Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Log_Amount,Amount_Robust,Hour,Day,time_diff,amount_roll_mean_5,amount_roll_mean_10,amount_roll_std_5,amount_roll_std_10,amount_ratio_5,amount_ratio_10,amount_roll_median_10,amount_dev_median_10,tx_count_proxy_5,tx_count_proxy_10,amount_time_interaction,log_amount_hour_interaction,actual,predicted,fraud_probability
147501.0,-1.61187733763361,-0.408409922870926,-3.8297616763406,6.24946176104187,-3.3609216090486,1.14796358238383,1.8584248531717,0.474858318489524,-3.8383988155266,-1.44537495699985,2.11390001406861,-3.25970246526323,-0.315347339360454,-1.80810297319338,-0.741877295217489,-2.98692008764678,-4.81586301103402,-1.27165458831756,1.70168502365985,2.42567742975765,1.24558218578459,0.616382702131439,2.2514388799998,-0.0660963924813517,0.538710327489417,0.541325493308062,-0.136243382191672,-0.0098522563228139,996.27,6.905021545736081,13.613777684622372,16.0,1.0,1.0,255.208,166.83799999999906,427.5826063113507,304.7443053446846,3.903756920222889,5.971481281413853,19.99,976.28,5.0,10.0,498.135,110.4803447317773,1,0,0.57610774
150139.0,-6.68283191622627,-2.71426804459821,-5.77453045690806,1.44979237466742,-0.66183640822251,-1.14864974026029,0.849686456067088,0.433427022470355,-1.3156463890999,-2.79633153858609,-0.448793725596362,-2.56260240774572,0.243482526844698,-1.18166939064494,0.004372871675287,-2.3025956900034,-4.446191868553,-1.71046314846621,0.982728632705372,-1.92852719254856,0.22052629481591,1.18701320438743,0.335820816532534,0.215682964100827,0.803109991522633,0.0440333423786634,-0.054987627978561,0.0823370925160337,237.26,5.473362514371215,3.0078949207014603,17.0,1.0,0.0,66.03999999999982,44.04899999999909,97.19756066901694,75.21505662662987,3.5926710540177105,5.3862742539837605,8.969999999999999,228.29,5.0,10.0,237.26,93.04716274431064,1,0,0.029424826
166831.0,-2.02713542158538,-1.13189035724166,-1.13519425354743,1.08696263677666,-0.0105473464481483,0.423796701647855,3.79088017117747,-1.15559509817023,-0.0634335699320076,1.33441406239882,1.03201558219625,-0.722023081820061,-1.53323965243517,0.334119448067333,0.297478860324539,-0.429391896447094,-0.824644210487403,0.489667798839098,0.87334427153726,0.0338040154798561,-0.315104559619618,0.575519699616524,0.490842008633879,0.756502366364478,-0.142685358889407,-0.602776608703914,0.508712458871011,-0.091645525701271,634.3,6.454097328272487,8.555858310626702,22.0,1.0,0.0,143.1879999999999,79.52599999999862,274.93953093361483,195.33454079265636,4.429840458489259,7.976007746196253,16.965,617.3349999999999,5.0,10.0,634.3,141.99014122199472,1,0,0.028761772
146026.0,1.89403628953056,1.90580604250552,-3.51573007711281,4.50891315092218,2.04446624455689,-1.42046761821774,1.0574804459057,-0.281157347826589,-1.832603814167,-0.628463195272087,2.22079491381924,-0.741087888346352,-0.763719377938258,-4.94261241607845,-1.37829062017508,2.24421577907161,3.70206529090756,2.25681153235938,-1.95006033191067,-0.160163479388821,-0.144713035559334,-0.310108279131596,-0.101530027427529,-0.414960172274656,0.37659685003455,0.15077769870482,-0.0137115779366071,0.0480836587388137,2.22,1.169381359556317,-0.2763920911059876,16.0,1.0,0.0,394.68,282.995999999999,761.3038276535912,567.5438156399242,0.0056248099583844,0.0078446338186948,31.575000000000003,-29.355000000000004,5.0,10.0,2.22,18.71010175290107,1,0,0.027599733
150494.0,1.85288909461877,1.06959286384179,-1.77610127333886,4.61740996943795,0.770412982482834,-0.400859125659044,-0.0409701223190008,0.089510462944554,-0.217705276444853,-0.373927299894818,-0.688453906925825,-1.46320692427849,-1.6241550000894,-4.25246559869278,-1.34017588388911,1.73287279987949,2.93448122378549,1.43719657244596,-1.92330893857582,-0.288392191215266,-0.157868695659099,-0.176243751892623,0.0274369456443017,-0.468006202781987,0.0580627992795879,0.148263059959904,0.0422777637492948,0.0405727519213252,1.0,0.6931471805599453,-0.2934395304967512,17.0,1.0,0.0,53.95399999999986,210.86199999999903,109.80977725141312,327.6921020239889,0.0185343066587407,0.0047424381598275,28.19,-27.19,5.0,10.0,1.0,11.78350206951907,1,0,0.012502438
149676.0,1.83319104756006,0.74533277919767,-1.13300871289587,3.89355597724996,0.85816381687158,0.910234501320998,-0.498200069408129,0.344703185766382,-0.667939095579291,0.398155064675901,0.613867739096179,-0.0225614827826197,0.452018065249222,-2.96920095585607,-0.964967034325346,2.46444980239245,0.671240576431668,1.92102109165871,-1.61692658827377,-0.0855787549071908,0.0392894902587427,0.181651614823537,0.0729809106352829,-0.15529884930206,-0.149891395375819,0.0127924878401756,0.040853819187149,0.0229031158842699,17.39,2.91180703861623,-0.0644169635995249,17.0,1.0,0.0,23.425999999999817,33.717999999999094,13.129816449886931,56.92338472809419,0.7423375419475196,0.5157482497257316,20.195,-2.805,5.0,10.0,17.39,49.50071965647591,1,0,0.011813271
165132.0,-7.50392623748137,-0.360628009949399,-3.83095228272519,2.48610285639632,2.497366775329,1.33243694265115,-6.78396378716369,-15.4153849212396,0.465511605096266,-0.39438126178315,1.05410721205494,0.974058515963307,-1.45366801871907,-1.42561990549746,0.577661575273881,0.836807763068655,2.84494961758243,1.61350955823594,2.54831265500006,-0.475126442823018,-6.38913186553574,2.24996439320029,1.67050826686181,0.140450002467555,0.162147414308657,1.20773090940574,1.26895846837763,0.097538236000963,12.31,2.58851563240702,-0.1354013833577866,21.0,1.0,0.0,9.771999999999863,15.574999999998772,5.790295330016964,24.127694207953496,1.2597215247931486,0.7903691306344681,8.5,3.810000000000001,5.0,10.0,12.31,54.35882828054743,1,0,0.0043547736
156685.0,-0.129777610843349,0.141547455482355,-0.894701869697703,-0.457662244561315,0.81060798093987,-0.504723385101755,1.37358754607199,-0.20947645080755,0.208493953635169,-1.61361833850235,-0.800150416391868,0.501435242117417,1.11801432626547,-1.81638414654661,-0.681282550845059,0.105946450120805,0.716591309767583,0.205284622719977,-0.0513220971157383,0.399447041317156,-0.0326432954176307,-0.246526436107371,0.484107764666265,0.359636576631937,-0.435972450825985,-0.248480311517488,0.0215269254860304,0.109191896780292,187.11,5.237026898104929,2.3071333752532666,19.0,1.0,1.0,97.2499999999998,60.91699999999899,122.0003993846436,91.375226651258,1.9240102629921865,3.0715563295705106,26.76,160.35000000000002,5.0,10.0,93.555,99.50351106399366,1,0,0.002859174
155548.0,1.87823003111341,1.32562957435462,-2.33346899289515,4.23315121365749,1.35518399558821,-0.853508247169998,0.716025067921391,-0.164909788991874,-1.50234450491057,0.259411077154011,1.45123754814542,-0.280523276849375,-0.756794072389194,-2.75755676655084,-1.70628501758252,1.58746039125258,1.92934969114042,1.18943290293776,-1.53016232603362,-0.226108020608619,-0.152130790009807,-0.360735866229707,0.0434144058266633,-0.242379535720923,0.171097766325585,-0.0026009879775509,-0.0266665673926497,0.0052376673818857,7.06,2.0869135565185366,-0.2087612659819744,19.0,1.0,1.0,6.687999999999863,117.10799999999908,3.7791890681212617,336.92267031671634,1.055621851731204,0.0602862309980003,10.0,-2.9400000000000004,5.0,10.0,3.53,39.6513575738522,1,0,0.0026101165
155542.0,1.86822575153021,1.36307703789779,-1.99493428288271,4.17351574396431,1.23975095036686,-0.746186461637677,0.572730531134135,-0.131234840026775,-1.55183852136659,0.228849430580481,1.70189470812283,0.144622386270367,0.104087683833243,-2.95416672265135,-1.37412192590939,1.88941745516528,1.71451073880902,1.10465991097437,-1.59744021309102,-0.172216497505385,-0.301001481390408,-0.818972281356086,0.206812306872685,-0.263683031819147,-0.114958101067535,-0.240672123611963,-0.0066294488588389,0.0172577348698229,3.14,1.420695787837223,-0.2635366450080346,19.0,1.0,0.0,228.26399999999984,115.04799999999908,474.0890138782081,337.8406921678587,0.0137560017621876,0.0272929557463586,2.56,0.5800000000000001,5.0,10.0,3.14,26.99321996890724,1,0,0.002539498
146998.0,-2.0642397521399,2.62973923034009,-0.748406253034646,0.694992040498764,0.418177985610222,1.39251973416781,-1.69780121912626,-6.33306461223925,1.72418428025944,-0.887241636246378,-1.59425779202416,-0.338775118165825,-0.978064513351916,-3.68882599540221,-1.48708342266887,0.526946020771924,2.34702289955703,1.69122000470716,-0.736110693106424,-1.42448619962422,6.21551399149032,-1.27690859567394,0.459861127330875,-1.05168547489323,0.209178360382973,-0.319859444506001,0.0154338685560936,-0.0501165001659193,8.0,2.19722457733622,-0.1956263536645008,16.0,1.0,0.0,19.30799999999991,24.050999999999043,26.01872537248348,33.31588891895241,0.4143360050582158,0.3326264881865132,13.975,-5.975,5.0,10.0,8.0,35.15559323737951,1,0,0.0023211022
152802.0,1.32272425078878,-0.843910597775511,-2.0968875375015,0.75975906867787,-0.196377115172222,-1.16635257897589,0.482534011071884,-0.349790812508124,1.04500741682416,-1.47497416110315,0.0110374511201705,0.483019027615191,0.665272820090391,-2.33279338224807,0.820578433757924,0.461206283587447,1.46805197816555,0.891705535237246,-0.45793403989618,0.585434736822602,0.133814675110081,-0.121562328444589,-0.208573690328062,-0.254751784229223,-0.0983244022531656,-0.613874016689451,0.0026541572433407,0.0723858076215552,357.95,5.883183103022492,4.6943338223992175,18.0,1.0,1.0,134.82799999999966,71.4959999999991,166.05427928846692,129.44017547376723,2.6548639551512814,5.00657372431228,14.12,343.83,5.0,10.0,178.975,105.89729585440485,1,0,0.00154167
154309.0,-0.0829834650336291,-3.93591892431521,-2.6167089860612,0.163310074791927,-1.40095182767067,-0.809419404822953,1.50157983974791,-0.47099958719182,1.51974319879361,-1.13445381068391,0.71387764641859,0.979674835308759,-1.33903126624009,0.984993219111346,-0.382470968292812,-0.934615796103053,-0.0524194348357059,0.51116178431397,0.731998749113651,1.87861160253024,0.70267203994139,-0.182304775613767,-0.921016986180311,0.111635488151138,-0.0716222119619373,-1.12588109590433,-0.170947427341269,0.126221382847378,1096.99,7.001236514559879,15.021169566128696,18.0,1.0,1.0,257.6759999999999,135.02699999999908,471.265748203719,339.8360375256345,4.25724551662846,8.124226946283192,14.42,1082.57,5.0,10.0,548.495,126.02225726207782,1,0,0.00056856696
170348.0,1.9919760961759,0.158475887304227,-2.58344064503516,0.408669992998441,1.15114706077937,-0.0966947441848027,0.223050267455537,-0.0683838777747007,0.577829383844873,-0.888721675865145,0.491140241656789,0.728903319843614,0.380428045513993,-1.94888334870021,-0.832498136300872,0.519435549203291,0.903562376617253,1.19731471799372,0.593508846946918,-0.0176522567052908,-0.164350327825504,-0.295135166851559,-0.0721725311018398,-0.450261313423321,0.313266608995469,-0.289616585696882,0.002987582243429,-0.0153088128485981,42.53,3.773450355564206,0.2868720743380144,23.0,1.0,0.0,19.46399999999992,20.81499999999864,18.0739157349664,27.62124071976646,2.1850594849435208,2.043237951321875,10.04,32.49,5.0,10.0,42.53,86.78935817797674,1,0,0.00027217122
152710.0,0.0510754846328574,1.31042652386526,0.733222065309853,2.62028192286183,1.40235761449282,0.528488564738172,1.08601442622803,-0.146422713225732,-1.72433297471822,1.28016674259048,0.470864719590572,0.43554195900858,0.594974116113431,-0.142098601080574,-2.02473460275883,0.828290651436422,-1.27478714656577,0.134277305184542,-1.48943421708841,-0.125876996990695,0.229936134951611,0.766926566765976,-0.189623667620704,0.766852957965077,-0.141400750027805,-0.0772779620355944,-0.29759539535716,-0.221816034161724,2.47,1.244154593958768,-0.2728987633619786,18.0,1.0,1.0,152.8699999999996,110.1089999999991,317.90521095132925,224.28090761614652,0.0161575193552854,0.0224323168639048,19.845,-17.375,5.0,10.0,1.235,22.394782691257824,1,0,0.00025614194
